pid,overallqual,yearbuilt,centralair,grlivarea,fullbath,salecondition,saleprice
533352150,4,1976,Y,1620,2,Normal,150000
534125080,6,1968,Y,1556,1,Normal,154000
534127130,6,1970,Y,1442,2,Normal,185000
534127170,6,1968,Y,1489,2,Normal,185750
534128010,7,1973,Y,2090,2,Normal,200000
534128020,7,1974,Y,2067,2,Normal,206000
534128100,6,1972,Y,1395,1,Normal,162000
534128190,6,1967,Y,2640,2,Normal,256900
534129080,6,1967,Y,1724,1,Normal,197900
534129370,5,1969,Y,1336,2,Normal,163000
534129380,6,1969,Y,1216,1,Abnormal,113000
534151120,7,1977,Y,2288,1,Normal,230000
534152120,6,1977,Y,1334,2,Normal,167900
534175080,7,1998,Y,1680,2,Normal,213250
534177230,8,2001,Y,1665,2,Normal,227000
534200030,5,1967,Y,864,1,Normal,130000
534202170,5,1967,Y,1568,1,Normal,143000
534226120,5,1965,Y,925,1,Normal,117500
534250400,7,1974,Y,2061,2,Abnormal,168500
534251030,6,1971,Y,1320,2,Normal,172500
534252240,6,1967,Y,1342,2,Normal,161500
534275060,4,1960,Y,894,1,Normal,141500
534275100,5,1959,Y,864,1,Normal,118000
534276040,6,1959,Y,864,1,Normal,127500
534277090,4,1957,Y,1362,1,Normal,140000
534278070,5,1956,Y,1728,2,Normal,177625
534278230,5,1958,Y,1776,2,Abnormal,110000
534400050,6,1964,Y,1516,1,Normal,167000
534400290,5,1961,Y,1313,1,Normal,153000
534402060,5,1964,Y,1292,1,Abnormal,145100
534402140,5,1966,Y,1154,1,Normal,154000
534402170,5,1965,Y,2140,2,Normal,177500
534403370,6,1964,Y,1445,1,Normal,158000
534426110,5,1959,Y,1041,1,Normal,124500
534429150,6,1961,Y,1576,1,Normal,174500
534431130,5,1955,Y,960,1,Normal,122000
534450150,4,1940,Y,708,1,Normal,82500
534451110,5,1950,Y,1203,1,Normal,110000
534475185,6,1953,Y,1505,1,Normal,149500
534475250,6,1967,Y,1691,1,Normal,175000
534476150,6,1953,Y,1644,1,Normal,167000
534476320,5,1956,Y,1050,1,Normal,128900
534477110,6,1950,Y,1668,1,Normal,140000
534478230,5,1950,Y,1113,1,Normal,147000
535101120,5,1967,Y,1584,2,Normal,124000
535104120,6,1961,Y,1453,2,Normal,187500
535105100,6,1963,Y,1394,1,Normal,159000
535125070,6,1966,Y,1567,2,Normal,256000
535125090,7,1965,Y,1986,2,Normal,205000
535126010,6,1968,Y,2142,2,Normal,193500
535126100,6,1968,Y,1392,1,Normal,110000
535150070,4,1920,Y,1738,2,Normal,104900
535151040,5,1956,Y,1144,1,Normal,150000
535152230,6,1957,Y,1478,1,Normal,156500
535154060,7,1960,Y,1329,1,Normal,176000
535154130,6,1959,Y,988,2,Normal,149500
535175030,6,1958,Y,1632,2,Normal,139000
535175050,6,1958,Y,1215,1,Normal,155000
535178040,5,1956,Y,1202,1,Abnormal,120000
535178120,5,1955,Y,1382,1,Normal,153000
535179160,4,1956,Y,1200,1,Family,144000
535300120,6,1962,Y,1382,1,Normal,176000
535301170,5,1954,Y,1297,1,Normal,153000
535302120,5,1958,Y,1866,2,Normal,135000
535303110,6,1954,Y,1062,1,Normal,131000
535303150,5,1953,Y,1319,1,Normal,123000
535304100,5,1951,Y,1112,1,Normal,126000
535325290,4,1955,Y,1005,1,Normal,115000
535351050,5,1951,Y,1363,1,Normal,164900
535352090,5,1945,Y,793,1,Normal,113000
535353040,5,1952,Y,1031,1,Normal,145500
535353060,5,1953,Y,1210,1,Normal,102900
535353140,3,1900,Y,1699,2,Abnormal,95000
535353240,7,1948,Y,1527,1,Normal,152500
535354070,5,1950,Y,1200,1,Normal,129900
535354100,6,1948,Y,972,1,Normal,132000
535375010,3,1958,Y,792,1,Normal,99900
535375050,5,1916,Y,1656,2,Normal,135000
535376060,5,1939,Y,1352,2,Normal,149000
535377150,4,1900,Y,1039,1,Normal,114000
535378020,5,1924,Y,792,1,Normal,109500
535378120,5,1925,Y,1078,1,Normal,125000
535381040,4,1915,Y,2377,2,Normal,142900
535382100,7,1910,Y,1690,2,Normal,156500
535383060,2,1940,N,599,1,Normal,59000
535383070,4,1920,Y,1374,1,Normal,105000
535383110,5,1920,N,846,1,Normal,106000
535383120,3,1890,Y,725,1,Normal,78500
535402010,6,1969,Y,2544,2,Normal,190000
535402090,6,1963,Y,1380,1,Normal,154000
535402270,6,1967,Y,1040,1,Normal,163000
535402330,5,1969,Y,2634,2,Normal,200000
535403190,6,1958,Y,951,1,Normal,143500
535403210,6,1957,Y,1105,1,Normal,135000
535403280,5,1957,Y,1306,1,Normal,153000
535425070,6,1960,Y,1478,2,Normal,157500
535426150,6,1958,Y,1142,1,Normal,113500
535450070,5,1949,Y,1268,1,Normal,133000
535450160,3,1950,N,1040,2,Normal,92900
535450200,6,1950,N,1133,1,Abnormal,128500
535451170,4,1949,N,1040,2,Normal,90000
535451250,5,1950,Y,1904,1,Normal,138000
535452090,5,1958,Y,1041,1,Normal,128000
535452100,5,1958,Y,1339,1,Abnormal,139000
535452140,5,1952,Y,732,1,Normal,118900
535453100,5,1959,Y,1183,1,Normal,138000
535453200,5,1959,Y,1148,1,Normal,132500
535454100,4,1949,Y,1461,2,Normal,133500
535454160,6,1948,Y,1495,1,Abnormal,135000
535475010,6,1964,Y,1806,1,Normal,144750
535476110,5,1978,Y,941,1,Normal,145000
535476240,6,1963,Y,1045,1,Normal,127000
535477150,5,1962,N,894,1,Normal,109500
902101010,6,1926,Y,1224,1,Normal,115000
902102080,5,1910,Y,1230,1,Normal,110000
902103100,6,1935,Y,1378,1,Normal,128900
902103120,6,1910,N,1944,2,Normal,103500
902103170,5,1941,Y,1131,1,Abnormal,66500
902105050,5,1910,Y,1306,1,Normal,130000
902105060,5,1910,Y,1464,2,Normal,129000
902106010,5,1939,Y,1558,1,Normal,150000
902106060,5,1892,N,2372,2,Normal,107500
902109130,4,1920,N,1701,2,Normal,94550
902109140,5,1952,Y,1960,2,Normal,124500
902110080,7,1946,Y,1389,1,Normal,135000
902134120,5,1910,N,1447,1,Normal,103000
902135020,4,1953,N,936,1,Normal,93000
902201110,5,1950,Y,1328,1,Normal,129500
902202150,5,1954,Y,1387,2,Normal,93000
902204080,4,1920,Y,861,1,Normal,80000
902205010,2,1940,N,612,1,Normal,45000
902205030,3,1910,N,968,1,Abnormal,37900
902206260,5,1938,Y,886,1,Normal,91300
902207170,5,1923,Y,792,1,Normal,99500
902300090,4,1920,Y,1452,2,Abnormal,113000
902301060,4,1910,Y,1510,2,Normal,87500
902301080,5,1947,Y,1284,1,Normal,110000
902325070,5,1898,N,2138,2,Normal,106000
902326030,7,1880,N,2640,1,Normal,265979
902327070,6,1900,Y,2007,2,Normal,160000
902329080,6,1917,Y,1288,1,Normal,119000
902330040,8,1882,Y,1742,1,Normal,168000
902331010,4,1910,Y,816,1,Normal,58500
902401130,7,1920,Y,1482,1,Normal,143000
902402150,5,1910,N,1022,1,Normal,85000
902405100,5,1890,Y,1869,1,Normal,124900
902405120,6,1920,Y,1480,1,Family,119000
902406070,6,1910,Y,1521,1,Normal,146500
902477120,4,1920,N,720,1,Abnormal,34900
902477130,3,1900,N,797,1,Abnormal,44000
903200080,5,1923,Y,1576,1,Normal,223500
903201020,6,1923,N,1432,1,Normal,149000
903201080,7,1925,N,1548,2,Normal,205000
903202170,5,1930,Y,1654,2,Normal,137000
903205040,6,1916,N,952,1,Normal,121000
903226130,4,1936,Y,1324,1,Normal,128000
903226170,6,1937,Y,1176,1,Normal,134900
903227070,5,1925,Y,1348,1,Normal,117000
903227090,6,1939,Y,1412,1,Normal,132500
903228070,5,1924,Y,1142,1,Normal,93000
903228120,6,1926,Y,904,1,Normal,119000
903230100,5,1924,Y,1301,1,Normal,100000
903231010,5,1936,Y,1539,1,Normal,141500
903231030,4,1935,Y,1573,1,Normal,133000
903231060,2,1936,N,800,1,Normal,60000
903231130,5,1931,Y,875,1,Normal,105000
903232060,5,1925,Y,995,1,Abnormal,115000
903234220,5,1938,Y,1582,2,Normal,150000
903236040,5,1925,Y,1072,1,Normal,126500
903400220,6,1916,N,2134,2,Normal,214500
903425245,7,1910,N,2019,1,Normal,167500
903427120,6,1915,Y,1768,2,Normal,155000
903429080,7,1915,Y,1826,1,Normal,155000
903429110,7,1915,Y,1944,2,Normal,179900
903430060,6,1912,Y,2229,1,Abnormal,104000
903430070,5,1922,N,2128,2,Abnormal,62500
903451090,6,1927,Y,1930,2,Normal,149000
903458170,4,1925,Y,1208,1,Normal,103000
903475100,6,1915,Y,1427,1,Normal,123000
903476090,7,1902,N,1864,2,Normal,97500
903481120,6,1927,Y,1666,1,Normal,135000
903481130,4,1923,Y,892,1,Abnormal,70000
903484110,6,1915,Y,1403,1,Normal,116000
904100190,4,1946,Y,704,1,Normal,88750
904301060,5,1987,Y,1200,3,Abnormal,179000
904301070,5,1987,Y,1200,3,Abnormal,179000
904301100,5,1978,Y,1152,2,Normal,159900
904301375,1,1922,N,904,0,Normal,61000
904351200,6,1925,N,1369,2,Normal,103600
904351240,5,1934,N,1112,2,Normal,63000
905101260,5,1963,Y,1464,2,Normal,175000
905101490,5,1963,Y,1121,1,Normal,139000
905103040,6,1978,Y,1683,2,Normal,172500
905103070,5,1967,Y,1052,1,Abnormal,113500
905105190,5,1967,Y,899,1,Normal,130000
905107310,6,1978,Y,1034,1,Normal,149900
905108190,5,1982,Y,858,1,Normal,134900
905108220,5,1982,Y,860,1,Normal,137000
905200220,5,1962,Y,1092,1,Normal,139000
905200260,5,1961,Y,1774,2,Normal,165000
905200350,6,1960,Y,1138,1,Normal,148000
905225090,5,1956,Y,2071,1,Normal,165000
905228050,2,1947,N,660,1,Normal,63900
905229040,4,1957,Y,1788,1,Normal,161500
905325020,5,1968,Y,1473,1,Abnormal,143000
905377010,4,1956,Y,1229,1,Normal,135000
905377130,4,1940,Y,861,1,Normal,82500
905401100,5,1955,Y,1867,1,Normal,190000
905402060,3,1955,Y,1733,2,Normal,139600
905402070,4,1954,Y,1383,1,Normal,122000
905450020,6,1956,Y,1689,1,Normal,127500
905451300,5,1956,Y,1073,1,Normal,121500
905451340,5,1958,Y,1276,1,Abnormal,60000
905452040,6,1946,Y,1639,1,Normal,154400
905452050,4,1941,Y,672,1,Normal,113000
905475160,5,1954,Y,1089,1,Normal,125000
905475500,4,1957,N,845,1,Normal,84000
905476230,5,1984,Y,1049,2,Normal,139500
905478030,5,1949,Y,1716,1,Normal,131000
905480030,6,1939,Y,1258,1,Normal,105000
905480210,4,1940,Y,1510,1,Normal,108000
906201021,7,1990,Y,1061,1,Normal,162000
906201050,6,1983,Y,1338,1,Normal,156500
906201130,8,1983,Y,2132,1,Normal,316600
906203120,7,1990,Y,2196,2,Normal,271900
906223060,7,1993,Y,1775,2,Normal,213000
906223080,7,1993,Y,1879,2,Normal,239900
906223210,8,1995,Y,2020,2,Normal,239500
906226060,5,1880,Y,2016,1,Normal,131000
906226070,5,1979,Y,1535,2,Abnormal,118964
906226080,5,1979,Y,1224,0,Abnormal,153337
906226090,5,1979,Y,2228,2,Abnormal,147983
906226100,5,1979,Y,1535,2,Abnormal,118858
906226110,5,1979,Y,1535,2,Abnormal,118858
906226120,5,1979,Y,2240,2,Abnormal,142953
906226130,5,1979,Y,1229,0,Abnormal,148325
906226140,5,1979,Y,1513,2,Abnormal,113722
906230010,7,2000,Y,2787,4,Normal,269500
906230020,7,2000,Y,2787,4,Normal,269500
906230030,7,2000,Y,2787,4,Normal,269500
906340100,9,2009,Y,1680,1,Abnormal,323262
906340110,8,2007,Y,1718,2,Normal,297000
906340120,8,2008,Y,1630,2,Normal,295493
906340130,9,2008,Y,1720,2,Normal,332000
906378110,8,2008,Y,1468,2,Normal,239900
906380050,8,2007,Y,1768,2,Normal,212000
906380060,8,2007,Y,1838,2,Normal,272500
906380100,9,2007,Y,1800,2,Normal,239000
906380130,7,2006,Y,1604,2,Abnormal,220000
906380210,7,2007,Y,1290,2,Normal,200000
906380220,8,2008,Y,1254,2,Normal,221800
906392070,7,2007,Y,1232,2,Normal,194500
906392110,8,2005,Y,1498,2,Normal,237000
906392130,6,2005,Y,1422,2,Normal,173000
906402060,7,1989,Y,1644,2,Normal,275000
906426210,7,1992,Y,1759,2,Normal,233500
906475070,5,1967,Y,2126,2,Abnormal,185000
907126010,5,1996,Y,1040,1,Normal,152000
907126050,5,1994,Y,990,1,Normal,143000
907130100,6,1997,Y,1764,2,Normal,231500
907131090,7,1996,Y,1661,2,Normal,212000
907131190,7,1998,Y,1463,2,Normal,207000
907135040,5,1994,Y,1097,1,Normal,145000
907135170,5,1994,Y,990,1,Normal,138000
907175100,7,1998,Y,1779,2,Normal,197900
907180130,7,1999,Y,1501,2,Normal,204000
907181100,7,1999,Y,1431,2,Normal,192000
907185050,6,1998,Y,1772,2,Normal,200000
907192030,7,2002,Y,1660,2,Normal,195000
907192090,7,2002,Y,1573,2,Normal,227000
907194010,7,2001,Y,1840,2,Normal,230000
907194110,7,2001,Y,1430,2,Normal,187100
907194160,7,2002,Y,1444,2,Normal,203000
907196060,7,2001,Y,1492,2,Family,201000
907200230,5,1978,Y,1040,2,Normal,124000
907201220,5,1978,Y,907,1,Normal,140000
907201280,5,1979,Y,914,1,Normal,134900
907202050,5,1977,Y,1040,2,Normal,150500
907202080,5,1978,Y,864,1,Normal,136500
907202130,5,1977,Y,1268,1,Normal,143500
907227030,5,1972,Y,864,1,Normal,133500
907227080,5,1972,Y,894,1,Normal,123000
907227110,5,1972,Y,768,1,Normal,133900
907227290,5,1972,Y,768,1,Normal,133000
907250070,7,2002,Y,1611,2,Normal,250000
907252060,8,2003,Y,2184,2,Normal,254750
907252210,8,2001,Y,1788,2,Normal,236500
907252220,8,2001,Y,1872,2,Normal,261500
907253130,9,2000,Y,2153,2,Normal,313000
907260030,7,2002,Y,1725,2,Normal,198500
907265010,7,2001,Y,1870,2,Normal,211000
907275010,8,1999,Y,1513,2,Normal,220000
907275090,7,1996,Y,1504,2,Normal,203000
907275140,8,2002,Y,1828,2,Normal,279500
907280170,7,1997,Y,1417,2,Normal,210000
907285020,7,1997,Y,2034,2,Normal,219500
907285050,7,1996,Y,1716,2,Normal,191000
907290070,7,2001,Y,1212,2,Normal,178000
907290090,7,2000,Y,1630,2,Normal,213000
907290180,6,2003,Y,848,1,Normal,144000
907290210,6,2003,Y,848,1,Normal,140000
907410130,8,2007,Y,1602,2,Normal,293200
907412020,7,2004,Y,1728,2,Normal,190000
907414020,7,2004,Y,1500,2,Normal,190000
907414080,6,2005,Y,1476,2,Normal,173500
907420040,6,2007,Y,1396,2,Normal,170000
908102050,4,1949,Y,1126,2,Normal,108000
908102270,5,1964,Y,1486,1,Normal,167000
908102290,4,1938,Y,816,1,Normal,100000
908128060,7,2003,Y,1922,3,Normal,198500
908151050,6,1977,Y,1426,1,Normal,159500
908152035,4,1960,Y,1149,1,Normal,127000
908152100,6,1976,Y,1125,1,Abnormal,125000
908154040,9,2007,Y,1698,2,Normal,320000
908186080,6,2005,Y,1072,1,Normal,145500
908201040,5,1947,Y,698,1,Normal,118000
908203090,4,1959,Y,876,1,Normal,85000
908225290,5,1950,Y,1368,1,Normal,120000
908225370,4,1945,N,1529,2,Normal,98000
908229020,5,1922,Y,864,1,Normal,99900
908250030,3,1952,N,944,1,Normal,82000
908275040,5,1959,Y,1678,2,Normal,119900
908275110,5,1956,Y,1560,1,Normal,103500
908276150,4,1956,Y,960,1,Abnormal,112000
909101010,6,1920,Y,1196,1,Normal,110000
909101100,5,1941,Y,1298,1,Normal,122000
909101140,5,1941,Y,1604,2,Normal,117000
909129090,5,1938,Y,1268,1,Abnormal,160000
909129100,5,1932,Y,1520,1,Abnormal,159434
909175080,2,1920,N,438,1,Normal,60000
909178160,6,1940,Y,1489,2,Normal,139500
909179020,7,1920,Y,3082,2,Normal,197000
909250080,6,1935,Y,1242,1,Normal,105000
909250220,4,1928,Y,1981,2,Normal,135000
909251050,6,1916,Y,1232,1,Normal,147500
909251170,6,1925,Y,1608,2,Normal,137450
909252020,7,1936,Y,1135,1,Normal,155000
909253010,6,1928,Y,1913,1,Normal,177000
909253180,7,1928,Y,1477,2,Normal,145000
909254010,7,1918,Y,1228,1,Normal,137000
909257050,7,1926,Y,2080,1,Normal,234000
909275080,5,1940,Y,1567,1,Normal,205000
909276110,6,1942,Y,1494,1,Normal,177500
909276200,5,1940,Y,1308,1,Normal,160000
909277090,5,1960,Y,1273,1,Normal,155000
909277100,5,1921,Y,964,1,Normal,163500
909278020,5,1921,Y,1343,1,Normal,154900
909279010,7,1940,Y,2480,2,Normal,205000
909282130,5,1954,Y,1112,1,Family,144800
909425060,7,1941,Y,1564,1,Normal,174500
909425130,6,1960,Y,1561,2,Normal,193000
909426090,5,1949,N,1523,2,Normal,158000
909427200,6,1950,Y,1152,1,Family,158500
909428240,6,1954,Y,1906,1,Normal,224000
909451040,6,1980,Y,1032,1,Normal,115000
909451100,6,1980,Y,1229,1,Normal,137000
909451140,6,1980,Y,1229,1,Normal,121000
909451180,6,1980,Y,1229,1,Normal,124000
909452050,6,1986,Y,1982,2,Normal,208000
909475040,7,1971,Y,2365,2,Normal,315000
909475300,6,1988,Y,1680,2,Normal,222000
910202070,5,1920,Y,1344,1,Normal,147000
910204050,5,1900,N,2168,2,Normal,123000
910205020,5,1920,N,1192,1,Normal,78000
911103050,3,1915,N,1526,1,Abnormal,85000
911104060,4,1925,N,572,1,Normal,75000
911370500,8,2007,Y,1648,2,Abnormal,230000
912251110,2,1910,N,810,1,Normal,57625
914465020,8,2000,Y,2052,2,Normal,251000
914465040,7,2003,Y,2149,1,Abnormal,239686
914465055,7,2004,Y,1710,2,Normal,240000
914474070,6,2001,Y,1961,2,Normal,215000
914475010,6,1977,Y,926,1,Normal,156450
914475030,6,1977,Y,1287,1,Normal,173000
914476020,5,1977,Y,1734,2,Normal,126000
914476380,7,1990,Y,1217,2,Normal,173000
914476430,5,1991,Y,1595,2,Abnormal,152000
916176030,6,1958,Y,1344,1,Abnormal,137500
916176125,7,1965,Y,2036,2,Normal,375000
916380070,9,2007,Y,1620,2,Normal,315500
916382010,7,2009,Y,1692,2,Abnormal,224500
916382100,9,2008,Y,2036,2,Normal,410000
916382110,9,2008,Y,1641,2,Normal,316500
916386140,8,2007,Y,1466,2,Normal,201000
916403010,6,1988,Y,1412,2,Normal,175000
916403200,6,1980,Y,2237,2,Normal,204000
916403250,7,1987,Y,1479,2,Normal,213500
916455070,8,2001,Y,1296,2,Normal,220000
916460110,7,2003,Y,2014,2,Abnormal,170000
916475040,9,2006,Y,1838,2,Normal,315000
921128050,9,2007,Y,1978,2,Normal,425000
923201100,5,1968,Y,1008,1,Normal,139500
923202060,5,1960,Y,1771,1,Normal,115000
923203110,6,1998,Y,1204,2,Normal,162000
923203190,6,1999,Y,1224,2,Normal,165000
923225360,4,1973,Y,988,1,Normal,91000
923225490,5,1968,Y,874,1,Normal,130000
923226270,4,1970,Y,630,1,Normal,86000
923227080,5,1969,Y,1404,2,Normal,160000
923228110,4,1970,Y,630,1,Normal,80000
923228150,4,1970,Y,1344,1,Normal,97000
923228230,4,1970,Y,1092,1,Normal,88000
923230200,5,1972,Y,796,1,Normal,131900
923252075,6,1993,Y,1091,1,Normal,131250
923275040,5,1978,Y,1110,1,Normal,165500
923275140,5,1985,Y,833,1,Normal,112000
923276260,5,1992,Y,883,1,Normal,149000
923400025,5,1993,Y,1362,1,Normal,143000
923400110,5,1992,Y,1287,1,Normal,130000
924100040,6,1977,Y,1567,2,Normal,196000
924100060,5,1969,Y,1632,1,Normal,173000
526351030,6,1958,Y,1414,1,Normal,176500
526353050,6,1970,Y,2117,2,Normal,237500
526354070,6,1969,Y,2112,2,Normal,206900
527105050,6,1997,Y,1604,2,Normal,187500
527106050,6,1995,Y,1470,2,Normal,165000
527106140,6,1998,Y,1604,2,Normal,195500
527106150,6,1998,Y,1638,2,Normal,192000
527107010,6,1996,Y,1636,2,Normal,173000
527107090,5,1996,Y,1384,2,Normal,177900
527107210,7,1996,Y,1446,2,Normal,175000
527127140,8,2001,Y,1593,1,Normal,286000
527131110,8,1997,Y,1682,1,Normal,247900
527140090,8,1993,Y,1337,2,Normal,180000
527145090,8,1992,Y,1280,2,Normal,180000
527161010,6,1997,Y,1604,2,Normal,181000
527162180,6,1998,Y,1633,2,Family,183000
527163100,6,1995,Y,1658,2,Normal,188000
527164120,7,1994,Y,1895,2,Normal,194500
527165010,6,1991,Y,1709,2,Normal,185000
527183030,8,1988,Y,1228,2,Normal,189000
527183060,8,1989,Y,1337,2,Normal,188500
527208010,8,2005,Y,2500,3,Normal,355000
527212050,9,2005,Y,2504,2,Normal,325000
527214030,9,2004,Y,1884,2,Normal,387000
527226020,6,1952,Y,1474,1,Normal,115000
527252080,9,2007,Y,1710,2,Normal,334000
527276040,6,1950,Y,1488,2,Family,133000
527301170,7,1986,Y,2093,2,Normal,215000
527301245,7,1988,Y,1688,2,Normal,226500
527302050,6,1981,Y,1422,2,Normal,175500
527302070,7,1983,Y,1260,2,Normal,181900
527302185,7,1978,Y,2064,2,Normal,235000
527302210,7,1979,Y,1782,2,Normal,220000
527325070,6,1977,Y,2872,2,Normal,272000
527325240,6,1976,Y,1211,2,Normal,161000
527326130,5,1977,Y,1126,2,Abnormal,175000
527354160,7,1980,Y,2044,2,Normal,185000
527357110,5,1969,Y,1308,1,Normal,146900
527357180,7,1978,Y,2840,2,Normal,292500
527358120,6,1976,Y,1523,2,Abnormal,180000
527359030,6,1976,Y,1444,2,Normal,159900
527359070,7,1976,Y,1964,2,Normal,205000
527378020,5,1973,Y,1178,1,Normal,157000
527380240,8,1996,Y,2340,2,Normal,306000
527401130,5,1974,Y,1792,2,Normal,133000
527402060,6,1969,Y,1054,1,Normal,151000
527402130,4,1969,Y,936,1,Normal,111900
527403360,5,1971,Y,864,1,Normal,123000
527425035,4,1972,Y,864,1,Normal,111250
527427110,6,1998,Y,1337,2,Abnormal,181000
527450110,6,1973,Y,987,1,Normal,103400
527450250,6,1973,Y,987,1,Normal,100000
527450520,6,1972,Y,987,1,Normal,100500
527451060,6,1970,Y,987,1,Normal,106000
527451290,6,1971,Y,987,1,Abnormal,85400
527451400,6,1971,Y,987,1,Normal,89500
527451550,5,1972,Y,1302,2,Normal,111750
527452150,6,1977,Y,1069,2,Abnormal,140000
527453160,6,1975,Y,1456,2,Normal,143000
527454120,7,1977,Y,1055,2,Normal,148500
527455270,5,1966,Y,892,1,Normal,110000
528102030,8,2008,Y,1932,2,Abnormal,394617
528102110,10,2007,Y,2332,2,Abnormal,426000
528104050,10,2007,Y,2084,2,Abnormal,385000
528104080,9,2008,Y,2713,2,Abnormal,446261
528108150,8,2007,Y,1582,2,Abnormal,317500
528110080,8,2007,Y,1710,2,Abnormal,372402
528110110,8,2007,Y,2464,2,Normal,417500
528114040,9,2007,Y,1950,2,Normal,383000
528118030,9,2006,Y,2748,2,Abnormal,390000
528118090,10,2005,Y,2790,2,Normal,460000
528120130,9,2005,Y,2331,2,Normal,379000
528142020,8,2007,Y,2088,2,Normal,250000
528142140,8,2004,Y,2332,2,Normal,316000
528164060,10,2003,Y,2470,1,Normal,615000
528166120,9,2003,Y,2668,2,Normal,412500
528170070,7,2003,Y,2046,2,Normal,284000
528172080,8,2003,Y,1575,2,Normal,284000
528178070,8,2001,Y,2649,2,Normal,421250
528178090,8,2003,Y,2690,2,Normal,370000
528180110,9,2008,Y,1866,2,Abnormal,336860
528180140,9,2008,Y,1702,1,Abnormal,367294
528181010,7,2005,Y,1367,2,Normal,192000
528186030,8,2003,Y,1518,1,Normal,274000
528186080,9,2005,Y,1684,2,Normal,266000
528186130,9,2007,Y,1800,2,Abnormal,370967
528186160,8,2006,Y,1342,2,Normal,234250
528186170,8,2006,Y,1342,2,Normal,219500
528188090,7,2003,Y,1626,2,Normal,155000
528188150,7,2003,Y,1626,2,Normal,154000
528190010,7,2004,Y,1358,2,Normal,207000
528228345,7,2003,Y,1455,2,Normal,195000
528228405,7,2004,Y,1576,2,Normal,219990
528228445,7,2005,Y,1504,2,Normal,191000
528228465,7,2007,Y,1266,2,Normal,159895
528228540,7,2007,Y,1246,2,Abnormal,187687
528235020,6,2004,Y,1515,2,Normal,179000
528235120,6,2004,Y,1593,2,Normal,193000
528235180,7,2005,Y,1166,2,Normal,190000
528240040,6,2005,Y,1456,2,Normal,176000
528240050,7,2002,Y,1720,2,Normal,188000
528250030,7,2003,Y,1986,2,Normal,213000
528253020,7,2007,Y,1358,2,Abnormal,217300
528280130,6,2000,Y,1792,2,Normal,186500
528280180,7,2000,Y,1892,2,Normal,226750
528290010,7,2004,Y,1490,2,Normal,184000
528290090,7,2002,Y,1414,2,Normal,176000
528292060,7,1999,Y,2322,2,Normal,225000
528294060,7,1999,Y,1651,2,Normal,185900
528315060,8,1997,Y,2199,2,Normal,284500
528315110,8,1998,Y,2630,2,Normal,315000
528326030,8,2000,Y,2198,2,Normal,250000
528326110,9,2000,Y,2172,2,Normal,291000
528346050,8,1998,Y,2006,2,Normal,350000
528354100,7,1996,Y,2125,2,Normal,279500
528363020,8,1995,Y,2501,2,Normal,290000
528363110,8,1995,Y,2113,2,Normal,350000
528365060,7,1993,Y,2418,2,Normal,341000
528365080,7,1993,Y,2197,2,Normal,287500
528387050,7,1994,Y,2127,2,Normal,271000
528390020,8,1994,Y,1987,2,Normal,301500
528427010,8,2007,Y,1580,2,Abnormal,235128
528427070,6,2007,Y,1933,2,Normal,214000
528429050,8,2006,Y,1574,2,Normal,232000
528429070,7,2006,Y,1578,2,Normal,240000
528429080,9,2008,Y,1506,2,Abnormal,264132
528431060,8,2007,Y,1563,2,Normal,245000
528431080,7,2008,Y,1428,2,Abnormal,227680
528431120,8,2007,Y,1861,3,Normal,257000
528435020,8,2007,Y,1874,2,Abnormal,297900
528439010,8,2006,Y,1460,2,Normal,247000
528458030,8,2007,Y,1372,2,Abnormal,212700
528458050,7,2007,Y,1372,2,Abnormal,250580
528462040,7,2007,Y,1428,2,Abnormal,182000
528477040,7,2005,Y,1768,2,Normal,226700
528478030,8,2003,Y,1992,2,Normal,250000
528478040,7,2005,Y,1958,2,Normal,250000
528480060,8,2007,Y,2078,2,Abnormal,339750
528480160,7,2007,Y,1665,2,Normal,205950
528482020,8,2007,Y,1660,2,Normal,256000
528488140,7,2007,Y,1218,2,Abnormal,230348
528490080,6,2003,Y,1728,2,Normal,207500
531363060,7,2004,Y,1080,1,Normal,141000
531371070,6,2003,Y,1696,2,Normal,188000
531373060,7,2003,Y,1663,2,Normal,192500
531375050,6,2005,Y,1175,1,Normal,146000
531375110,5,2004,Y,1114,1,Normal,159000
531375120,6,2003,Y,1114,1,Normal,155000
531376010,6,2004,Y,1640,2,Normal,173000
531376070,7,2007,Y,1162,2,Normal,170000
531382090,6,1995,Y,1609,2,Normal,182000
531382110,6,1993,Y,1680,2,Normal,163000
531382120,6,1994,Y,1679,2,Normal,193500
531384030,7,1994,Y,1657,2,Normal,189000
531385060,6,2001,Y,1677,2,Normal,190500
531450030,7,1992,Y,1737,2,Normal,175000
531450090,6,1991,Y,1294,2,Normal,179200
531450170,6,1993,Y,1710,2,Normal,187000
531451020,6,1993,Y,1617,2,Normal,193000
531452140,6,1993,Y,1199,2,Normal,153900
532351050,5,1963,Y,984,1,Normal,128000
532353050,5,1962,Y,912,1,Normal,144000
532354150,5,1961,Y,864,1,Normal,135000
532376170,5,1968,N,890,1,Normal,115000
532377020,5,1963,Y,864,1,Abnormal,119916
532378200,6,1961,Y,912,1,Normal,142000
532477030,6,1974,Y,1430,2,Normal,192000
532479020,5,1972,Y,1641,2,Normal,140000
533125080,6,1990,Y,2683,2,Normal,290000
533125140,9,1993,Y,2786,2,Normal,372500
